user_id,user_name,batch_no,date,ctr_notification,notification_duration,notification_conversion,notification_dropoff,notification_nps,ctr_liveclass,liveclass_duration,liveclass_conversion,liveclass_dropoff,liveclass_nps,ctr_classroom,classroom_duration,classroom_conversion,classroom_dropoff,classroom_nps,ctr_curriculum,curriculum_duration,curriculum_conversion,curriculum_dropoff,curriculum_nps,ctr_shortcourses,shortcourses_duration,shortcourses_conversion,shortcourses_dropoff,shortcourses_nps,ctr_masterclass,masterclass_duration,masterclass_conversion,masterclass_dropoff,masterclass_nps,ctr_bookmentor,bookmentor_duration,bookmentor_conversion,bookmentor_dropoff,bookmentor_nps,ctr_doubtsession,doubtsession_duration,doubtsession_conversion,doubtsession_dropoff,doubtsession_nps,ctr_assignments,assignments_duration,assignments_conversion,assignments_dropoff,assignments_nps,ctr_resources,resources_duration,resources_conversion,resources_dropoff,resources_nps,ctr_recordings,recordings_duration,recordings_conversion,recordings_dropoff,recordings_nps,ctr_codingwindow,codingwindow_duration,codingwindow_conversion,codingwindow_dropoff,codingwindow_nps,ctr_questionbank,questionbank_duration,questionbank_conversion,questionbank_dropoff,questionbank_nps,ctr_helpticket,helpticket_duration,helpticket_conversion,helpticket_dropoff,helpticket_nps,ctr_referfriend,referfriend_duration,referfriend_conversion,referfriend_dropoff,referfriend_nps
1721,User_1721,B016,2024-03-23,0.282,68.1,0,1,,0.58,68.8,1,0,,0.847,47.8,1,0,84.0,0.249,33.3,0,1,71.0,0.591,53.1,0,1,,0.904,105.3,1,0,,0.26,119.9,1,0,,0.837,97.7,1,0,,0.048,76.9,0,1,,0.468,101.8,0,1,,0.396,113.5,1,0,,0.06,64.0,0,1,,0.324,13.5,0,1,,0.083,116.5,0,1,,0.319,42.0,0,1,
1721,User_1721,B004,2024-03-29,0.636,100.1,1,0,,0.586,68.2,0,1,,0.495,2.8,1,0,,0.912,92.5,1,0,,0.605,54.7,1,0,,0.543,5.0,0,1,,0.974,28.3,1,0,,0.315,48.3,0,1,,0.324,115.6,1,0,,0.707,45.7,1,0,,0.239,97.1,0,1,,0.778,43.5,0,1,,0.243,68.1,1,0,,0.269,116.1,1,0,,0.865,77.9,0,1,
1722,User_1722,B012,2024-03-02,0.024,13.2,0,1,,0.347,5.2,0,1,,0.933,27.0,0,1,44.0,0.084,107.8,0,1,,0.67,119.0,1,0,37.0,0.46,26.6,1,0,,0.667,94.4,1,0,,0.89,41.8,1,0,,0.048,94.5,1,0,,0.169,63.9,0,1,,0.753,23.7,1,0,,0.492,63.6,1,0,,0.227,20.7,1,0,,0.137,58.0,0,1,,0.536,47.7,0,1,
1722,User_1722,B017,2024-03-04,0.421,113.9,1,0,,0.4,116.7,1,0,41.0,0.077,53.8,1,0,,0.511,45.2,1,0,,0.965,114.6,0,1,,0.029,101.0,0,1,,0.708,23.5,0,1,,0.113,73.1,1,0,,0.309,105.9,0,1,71.0,0.601,112.7,0,1,,0.21,39.6,0,1,,0.66,71.0,0,1,,0.145,30.4,0,1,,0.24,79.1,1,0,,0.909,71.8,1,0,
1722,User_1722,B013,2024-03-06,0.222,51.9,1,0,,0.517,17.7,0,1,,0.767,45.6,1,0,,0.139,76.6,1,0,,0.925,22.9,0,1,,0.702,107.5,1,0,,0.686,114.5,0,1,,0.321,20.2,1,0,,0.298,58.9,0,1,,0.392,23.5,0,1,,0.773,34.9,1,0,,0.367,42.0,0,1,,0.002,78.2,1,0,,0.471,56.5,0,1,,0.713,90.8,0,1,
1722,User_1722,B015,2024-03-07,0.728,101.0,1,0,,0.837,94.5,0,1,,0.61,22.6,1,0,,0.311,16.7,0,1,,0.137,75.5,0,1,,0.073,99.7,0,1,,0.144,83.7,0,1,,0.4,110.4,0,1,,0.173,65.3,1,0,,0.518,16.7,1,0,49.0,0.08,80.2,1,0,,0.262,33.6,0,1,10.0,0.758,62.6,0,1,,0.946,61.6,0,1,,0.014,42.1,0,1,
1722,User_1722,B017,2024-03-11,0.278,112.4,0,1,,0.777,53.6,0,1,,0.038,34.3,0,1,,0.893,30.2,0,1,,0.092,22.1,0,1,,0.461,62.9,1,0,,0.066,55.2,0,1,,0.053,83.3,1,0,,0.798,12.7,0,1,,0.764,88.1,1,0,54.0,0.989,7.5,1,0,,0.332,93.8,0,1,,0.058,52.5,1,0,,0.631,61.6,1,0,,0.233,25.3,0,1,
1722,User_1722,B005,2024-03-13,0.581,3.7,1,0,,0.622,22.0,1,0,,0.722,108.1,1,0,,0.667,63.8,0,1,,0.68,88.5,1,0,50.0,0.192,87.9,0,1,,0.428,119.2,1,0,,0.482,82.0,0,1,,0.188,4.4,1,0,,0.928,92.0,1,0,,0.588,61.8,1,0,,0.88,3.6,0,1,,0.057,61.5,0,1,,0.451,35.6,1,0,59.0,0.46,61.7,1,0,
1722,User_1722,B010,2024-03-14,0.486,65.0,0,1,,0.751,94.6,1,0,,0.752,98.4,1,0,,0.222,116.1,0,1,,0.456,51.8,0,1,,0.605,56.8,0,1,,0.285,15.1,1,0,,0.092,40.5,0,1,,0.414,102.0,1,0,,0.723,3.2,0,1,,0.969,68.4,0,1,,0.907,10.6,1,0,,0.907,15.7,1,0,61.0,0.657,109.8,0,1,,0.964,4.0,0,1,
1722,User_1722,B006,2024-03-17,0.38,62.4,0,1,,0.327,15.3,1,0,,0.742,65.3,0,1,,0.778,73.7,0,1,,0.113,52.1,1,0,,0.076,90.9,0,1,,0.855,14.7,1,0,,0.647,77.1,1,0,,0.031,103.3,0,1,,0.735,13.6,1,0,,0.054,18.6,0,1,,0.658,79.2,1,0,,0.78,51.5,0,1,,0.51,104.5,0,1,,0.311,70.2,0,1,
1722,User_1722,B020,2024-03-18,0.483,106.1,0,1,,0.739,58.0,0,1,,0.859,23.7,1,0,,0.029,23.8,0,1,,0.497,61.4,1,0,,0.722,82.8,0,1,,0.612,91.2,0,1,,0.59,87.9,0,1,41.0,0.2,11.1,1,0,70.0,0.487,95.5,1,0,,0.733,108.5,0,1,,0.726,98.3,1,0,,0.996,98.2,0,1,,0.59,33.1,1,0,38.0,0.864,11.5,1,0,
1722,User_1722,B013,2024-03-18,0.708,22.5,1,0,80.0,0.664,21.7,1,0,,0.766,20.0,0,1,,0.708,67.8,1,0,,0.103,102.1,1,0,,0.923,105.1,1,0,,0.405,111.0,0,1,18.0,0.71,6.4,1,0,,0.591,88.7,1,0,,0.678,65.7,0,1,,0.452,11.2,1,0,,0.29,14.1,1,0,,0.591,3.9,1,0,,0.86,4.0,1,0,,0.069,100.1,1,0,
1722,User_1722,B010,2024-03-18,0.885,4.5,1,0,,0.563,96.1,1,0,5.0,0.886,83.9,1,0,,0.459,97.3,0,1,,0.129,102.2,1,0,,0.445,82.9,1,0,93.0,0.529,94.5,0,1,,0.941,64.8,1,0,,0.42,78.7,1,0,,0.938,115.4,0,1,,0.951,49.0,1,0,,0.403,29.9,1,0,,0.244,119.7,0,1,,0.473,66.9,0,1,,0.358,75.3,1,0,
1722,User_1722,B002,2024-03-21,0.896,96.4,0,1,,0.293,102.9,0,1,,0.493,32.1,1,0,,0.415,118.8,1,0,,0.499,18.8,0,1,,0.326,70.9,1,0,,0.789,44.6,1,0,,0.193,4.5,0,1,,0.371,106.8,1,0,90.0,0.439,73.4,0,1,28.0,0.654,12.0,0,1,,0.969,3.7,1,0,,0.088,65.4,1,0,,0.912,104.1,1,0,,0.221,68.0,0,1,
1722,User_1722,B018,2024-03-27,0.307,96.3,0,1,,0.408,48.7,0,1,,0.803,83.2,0,1,,0.505,10.7,1,0,,0.452,42.0,1,0,,0.224,10.4,0,1,,0.68,13.0,1,0,,0.942,78.2,0,1,,0.808,45.7,0,1,,0.184,12.9,0,1,,0.304,43.9,0,1,20.0,0.599,95.4,1,0,,0.279,63.1,1,0,,0.14,62.8,0,1,,0.37,47.4,1,0,
1722,User_1722,B013,2024-03-27,0.013,79.9,0,1,,0.549,59.0,0,1,,0.569,102.4,0,1,,0.894,7.1,0,1,,0.679,17.4,0,1,,0.513,40.1,0,1,,0.162,117.5,0,1,73.0,0.896,115.9,0,1,,0.242,115.2,1,0,78.0,0.629,57.8,0,1,14.0,0.759,10.4,0,1,,0.263,13.9,1,0,74.0,0.996,45.5,1,0,,0.886,31.4,1,0,,0.483,97.3,1,0,15.0
1722,User_1722,B008,2024-03-31,0.175,73.7,1,0,,0.519,70.9,0,1,,0.348,85.5,1,0,7.0,0.243,47.2,1,0,,0.457,50.5,0,1,,0.807,35.7,0,1,,0.87,62.2,1,0,,0.255,6.3,0,1,,0.4,24.3,0,1,10.0,0.609,99.0,1,0,,0.901,101.6,1,0,,0.141,71.0,0,1,,0.871,118.0,1,0,,0.869,66.0,1,0,,0.637,16.3,0,1,
1723,User_1723,B010,2024-03-02,0.016,76.4,1,0,,0.542,73.4,1,0,,0.96,95.4,1,0,,0.068,61.0,1,0,56.0,0.426,80.3,0,1,,0.195,97.8,1,0,,0.348,37.3,1,0,,0.149,29.9,0,1,,0.834,6.0,1,0,,0.528,66.3,1,0,,0.644,107.9,1,0,75.0,0.859,109.6,0,1,,0.813,65.1,0,1,,0.111,68.8,0,1,,0.643,8.5,1,0,
1723,User_1723,B016,2024-03-09,0.892,32.1,1,0,,0.762,28.8,0,1,90.0,0.069,63.4,0,1,,0.44,64.9,0,1,,0.235,25.4,1,0,,0.903,85.4,0,1,,0.754,58.2,1,0,,0.296,81.3,0,1,,0.679,110.4,1,0,,0.124,103.8,1,0,,0.944,72.3,0,1,,0.66,83.8,0,1,,0.293,30.1,1,0,,0.926,41.3,1,0,,0.109,87.7,1,0,
1723,User_1723,B019,2024-03-12,0.355,25.9,1,0,,0.548,99.7,0,1,,0.377,23.0,0,1,92.0,0.067,12.7,1,0,,0.531,27.4,1,0,,0.035,117.0,1,0,7.0,0.598,34.3,1,0,,0.6,13.4,1,0,,0.772,93.8,1,0,,0.557,76.0,1,0,,0.114,84.4,1,0,,0.589,98.5,1,0,,0.885,48.6,1,0,,0.284,47.9,1,0,,0.114,88.4,1,0,
1723,User_1723,B012,2024-03-13,0.183,54.8,0,1,,0.662,90.2,0,1,,0.822,15.6,1,0,,0.995,8.2,1,0,,0.209,24.5,0,1,,0.805,8.1,1,0,,0.165,22.0,0,1,,0.748,48.9,1,0,,0.491,38.2,1,0,,0.283,109.5,1,0,,0.532,18.6,0,1,,0.634,4.2,1,0,,0.936,71.0,1,0,,0.527,24.7,0,1,,0.968,94.7,1,0,
1723,User_1723,B001,2024-03-24,0.505,83.2,0,1,,0.583,72.1,1,0,,0.408,84.0,1,0,,0.16,108.6,0,1,,0.588,89.9,0,1,,0.562,41.3,1,0,,0.762,41.7,1,0,,0.338,45.6,1,0,,0.341,61.5,0,1,,0.311,15.8,1,0,,0.577,102.6,0,1,,0.557,48.1,0,1,,0.248,13.0,0,1,,0.99,81.6,1,0,,0.546,94.6,0,1,
1723,User_1723,B005,2024-03-27,0.186,23.3,0,1,,0.026,29.9,0,1,73.0,0.087,119.9,0,1,,0.35,73.3,1,0,,0.257,53.9,1,0,,0.584,20.3,0,1,,0.254,11.1,0,1,,0.425,117.2,1,0,,0.027,99.2,0,1,,0.245,101.0,0,1,,0.301,81.6,1,0,,0.63,87.7,1,0,,0.783,80.6,0,1,,0.858,45.0,0,1,,0.927,117.1,0,1,
1724,User_1724,B020,2024-03-01,0.583,86.9,0,1,,0.324,40.3,1,0,,0.066,33.4,0,1,,0.744,22.7,0,1,,0.515,97.6,0,1,,0.98,26.9,0,1,,0.223,3.3,1,0,,0.8,70.9,1,0,40.0,0.311,29.4,1,0,,0.378,108.4,1,0,,0.001,74.4,1,0,,0.969,59.7,0,1,,0.562,51.5,1,0,,0.243,115.3,0,1,,0.517,23.2,0,1,21.0
1724,User_1724,B001,2024-03-02,0.812,98.8,0,1,,0.852,15.2,0,1,,0.03,18.8,0,1,,0.475,45.6,0,1,,0.544,7.4,0,1,,0.187,30.6,0,1,,0.687,36.9,1,0,,0.858,20.2,1,0,,0.174,87.0,0,1,,0.25,43.2,1,0,,0.009,90.8,1,0,,0.292,110.6,1,0,,0.019,72.8,1,0,,0.868,109.3,0,1,,0.125,4.3,0,1,
1724,User_1724,B012,2024-03-02,0.369,70.7,1,0,,0.114,31.5,0,1,,0.672,9.7,0,1,,0.127,22.0,1,0,,0.291,52.7,1,0,,0.177,89.5,1,0,,0.204,73.8,0,1,,0.395,105.6,1,0,,0.56,110.7,0,1,,0.385,9.2,1,0,,0.653,73.0,0,1,,0.583,115.4,0,1,,0.4,108.6,0,1,69.0,0.617,62.5,0,1,,0.907,24.0,1,0,
1724,User_1724,B017,2024-03-10,0.459,65.4,1,0,,0.078,38.5,1,0,,0.656,84.4,0,1,,0.825,65.3,0,1,,0.802,116.5,0,1,28.0,0.781,17.1,1,0,,0.672,13.4,0,1,,0.566,47.0,1,0,,0.426,58.6,1,0,,0.491,3.3,0,1,,0.902,7.0,0,1,,0.128,76.3,0,1,,0.712,73.9,0,1,,0.77,63.0,0,1,,0.866,18.3,1,0,
1724,User_1724,B006,2024-03-11,0.09,4.5,0,1,,0.54,13.7,1,0,,0.377,51.7,0,1,,0.34,73.0,1,0,,0.937,63.8,0,1,,0.718,100.7,0,1,,0.767,21.5,0,1,,0.824,66.0,1,0,,0.454,55.1,0,1,1.0,0.07,101.7,1,0,,0.312,75.2,1,0,,0.238,34.2,0,1,,0.946,35.2,0,1,,0.378,93.0,1,0,,0.065,66.5,0,1,
1724,User_1724,B014,2024-03-11,0.191,8.8,0,1,,0.678,54.1,0,1,,0.798,115.8,0,1,,0.857,65.0,1,0,26.0,0.021,65.1,0,1,,0.264,112.0,1,0,,0.176,23.5,1,0,,0.213,39.1,0,1,18.0,0.265,33.7,0,1,,0.184,1.2,1,0,,0.457,105.9,1,0,,0.977,42.7,0,1,66.0,0.152,18.8,1,0,,0.165,44.7,1,0,,0.129,85.2,0,1,
1724,User_1724,B006,2024-03-16,0.876,109.8,0,1,,0.735,32.7,0,1,,0.396,37.7,0,1,27.0,0.822,8.2,1,0,,0.87,91.1,0,1,,0.693,94.1,0,1,,0.027,55.6,0,1,,0.5,64.9,0,1,,0.276,29.3,0,1,30.0,0.61,110.0,1,0,,0.999,22.3,0,1,35.0,0.983,86.7,0,1,8.0,0.131,37.4,1,0,,0.431,17.6,0,1,,0.426,37.3,0,1,
1724,User_1724,B002,2024-03-16,0.64,62.6,1,0,79.0,0.538,103.3,0,1,,0.991,101.4,1,0,,0.722,33.6,0,1,,0.285,22.8,1,0,,0.19,11.9,0,1,,0.486,59.0,0,1,,0.045,92.1,0,1,3.0,0.323,87.6,0,1,,0.772,69.3,1,0,,0.869,97.4,1,0,,0.19,61.4,1,0,,0.783,46.4,1,0,,0.051,55.6,0,1,,0.329,11.9,0,1,
1724,User_1724,B007,2024-03-17,0.168,64.1,1,0,,0.481,14.4,1,0,38.0,0.917,100.7,0,1,,0.666,32.2,0,1,,0.75,78.4,1,0,,0.345,37.3,1,0,,0.89,83.2,0,1,87.0,0.715,84.8,1,0,,0.846,87.7,0,1,,0.79,89.5,1,0,,0.177,38.5,1,0,,0.288,85.5,1,0,,0.138,111.5,0,1,,0.891,118.4,0,1,,0.405,20.5,0,1,98.0
1724,User_1724,B013,2024-03-19,0.984,52.8,1,0,,0.183,40.2,1,0,,0.576,58.5,0,1,,0.542,108.6,0,1,,0.025,61.1,1,0,,0.891,71.8,1,0,,0.954,48.6,0,1,,0.379,105.0,1,0,,0.434,95.7,1,0,,0.016,117.7,0,1,,0.468,119.9,1,0,,0.985,106.8,1,0,,0.956,103.5,0,1,,0.826,68.6,0,1,,0.854,28.9,1,0,
1724,User_1724,B005,2024-03-28,0.015,63.2,0,1,,0.638,95.9,1,0,,0.612,43.8,0,1,,0.315,45.8,1,0,,0.899,71.3,0,1,,0.232,23.0,1,0,,0.51,9.3,1,0,,0.302,61.1,1,0,,0.587,24.4,1,0,,0.409,28.5,0,1,,0.373,99.1,0,1,,0.542,14.8,0,1,,0.606,43.3,0,1,79.0,0.728,21.8,1,0,,0.355,79.0,1,0,
1725,User_1725,B020,2024-03-04,0.389,105.1,1,0,,0.851,31.2,1,0,,0.943,53.9,0,1,,0.679,63.8,1,0,0.0,0.394,99.9,1,0,,0.075,83.2,0,1,,0.625,85.1,0,1,,0.144,112.9,0,1,,0.769,56.4,0,1,,0.977,79.6,1,0,,0.865,77.9,1,0,12.0,0.328,46.8,0,1,,0.166,14.1,0,1,,0.767,72.0,0,1,,0.125,83.3,1,0,
1725,User_1725,B005,2024-03-08,0.294,43.2,0,1,35.0,0.61,104.5,0,1,,0.206,113.9,0,1,,0.382,48.9,0,1,,0.426,72.6,0,1,,0.89,65.2,1,0,,0.771,114.5,0,1,,0.15,44.3,0,1,,0.806,63.9,0,1,,0.58,93.6,1,0,,0.437,94.3,0,1,,0.454,34.3,0,1,64.0,0.766,119.9,1,0,,0.023,94.9,0,1,,0.978,54.1,1,0,
1725,User_1725,B010,2024-03-08,0.704,7.5,1,0,,0.256,61.6,0,1,,0.343,39.4,1,0,,0.511,69.3,1,0,,0.802,96.4,1,0,,0.246,116.4,0,1,,0.746,68.3,1,0,,0.861,84.7,1,0,,0.232,89.6,1,0,,0.631,17.9,1,0,,0.349,116.7,1,0,,0.162,83.1,0,1,,0.858,27.1,1,0,,0.362,74.2,1,0,,0.027,89.8,1,0,79.0
1725,User_1725,B017,2024-03-10,0.613,21.7,0,1,,0.252,34.8,1,0,,0.886,103.2,0,1,,0.206,14.5,0,1,,0.779,118.8,0,1,,0.426,16.5,1,0,,0.031,53.4,0,1,,0.012,67.7,0,1,,0.028,47.6,1,0,8.0,0.497,97.0,0,1,83.0,0.404,84.3,1,0,,0.654,58.7,0,1,11.0,0.09,3.3,1,0,,0.68,39.7,1,0,,0.675,25.8,1,0,
1725,User_1725,B019,2024-03-10,0.693,88.7,1,0,,0.193,18.5,1,0,56.0,0.145,98.4,0,1,,0.039,39.3,0,1,,0.471,71.2,1,0,34.0,0.776,89.6,1,0,,0.754,8.6,0,1,,0.733,18.1,1,0,,0.753,41.8,1,0,,0.988,116.1,0,1,,0.488,103.6,1,0,10.0,0.368,30.9,0,1,,0.823,2.0,0,1,,0.011,15.6,0,1,,0.069,13.3,1,0,
1725,User_1725,B019,2024-03-12,0.437,3.2,0,1,,0.346,17.3,0,1,,0.425,98.0,1,0,,0.525,21.9,0,1,,0.306,89.7,0,1,92.0,0.295,112.9,1,0,47.0,0.476,110.9,0,1,,0.499,26.4,1,0,,0.562,16.3,0,1,,0.586,17.1,0,1,76.0,0.111,15.2,0,1,,0.433,118.9,1,0,,0.858,73.4,1,0,18.0,0.316,45.7,0,1,,0.708,41.6,0,1,
1725,User_1725,B010,2024-03-16,0.48,75.9,0,1,,0.182,14.5,0,1,,0.374,104.3,0,1,,0.679,20.3,1,0,,0.788,81.9,1,0,,0.356,10.0,1,0,,0.334,99.5,0,1,,0.722,95.1,0,1,87.0,0.701,92.1,1,0,,0.903,60.7,1,0,,0.155,118.2,0,1,,0.796,52.3,1,0,,0.074,103.1,1,0,,0.975,82.2,0,1,,0.868,103.1,0,1,
1725,User_1725,B015,2024-03-16,0.745,100.6,1,0,,0.838,20.8,1,0,16.0,0.749,24.7,1,0,,0.61,80.0,0,1,,0.038,72.5,0,1,,0.035,82.6,1,0,,0.16,88.9,1,0,,0.473,50.1,1,0,76.0,0.631,26.9,0,1,,0.776,45.2,1,0,,0.665,1.6,0,1,,0.808,77.2,1,0,,0.474,46.3,1,0,,0.507,81.8,1,0,,0.767,10.9,0,1,68.0
1725,User_1725,B006,2024-03-18,0.077,28.1,1,0,,0.547,83.7,1,0,,0.567,67.0,1,0,,0.407,13.0,1,0,,0.825,73.5,0,1,,0.107,83.0,0,1,95.0,0.215,100.4,0,1,,0.039,2.8,0,1,,0.718,90.2,0,1,,0.835,24.8,1,0,,0.504,110.8,0,1,,0.532,15.6,0,1,,0.899,52.5,1,0,,0.698,23.1,0,1,,0.049,20.8,1,0,
1725,User_1725,B008,2024-03-18,0.611,87.5,0,1,,0.058,115.6,1,0,,0.382,81.8,1,0,,0.778,82.8,0,1,,0.802,50.7,0,1,,0.267,66.4,0,1,,0.357,19.1,1,0,,0.032,29.2,0,1,,0.333,32.8,0,1,,0.981,54.8,1,0,,0.776,60.8,1,0,,0.686,25.9,0,1,,0.169,115.7,0,1,,0.294,54.3,0,1,,0.607,78.9,0,1,
1725,User_1725,B016,2024-03-19,0.202,89.6,1,0,,0.393,36.9,0,1,,0.348,28.7,1,0,44.0,0.886,43.5,0,1,,0.561,68.4,0,1,13.0,0.534,16.2,1,0,,0.116,7.8,1,0,,0.212,80.4,0,1,,0.705,95.2,1,0,,0.376,97.8,0,1,,0.99,9.8,1,0,,0.551,69.4,0,1,,0.77,10.6,1,0,,0.136,58.4,1,0,,0.764,56.2,0,1,
1725,User_1725,B013,2024-03-22,0.959,70.1,1,0,,0.905,41.0,1,0,,0.165,2.5,1,0,,0.057,94.3,1,0,,0.204,94.7,0,1,,0.885,3.5,0,1,,0.459,56.2,0,1,,0.203,73.1,0,1,,0.563,118.9,1,0,,0.395,43.9,1,0,,0.363,62.0,0,1,,0.536,44.2,0,1,,0.179,21.6,1,0,,0.201,92.3,0,1,,0.528,17.0,1,0,
1725,User_1725,B008,2024-03-30,0.254,45.7,1,0,,0.096,3.3,0,1,,0.424,43.4,0,1,,0.683,112.9,0,1,,0.842,58.1,0,1,,0.489,100.1,0,1,,0.496,72.7,0,1,,0.703,92.7,0,1,,0.081,112.1,0,1,,0.927,105.8,1,0,,0.21,84.8,0,1,,0.741,31.1,0,1,,0.779,116.7,0,1,,0.478,66.4,1,0,,0.928,39.9,0,1,
1726,User_1726,B006,2024-03-05,0.306,104.6,0,1,,0.079,20.6,0,1,,0.235,16.6,0,1,7.0,0.467,52.7,1,0,,0.396,98.0,0,1,,0.292,78.5,1,0,,0.159,55.7,0,1,73.0,0.207,31.0,1,0,,0.723,5.9,0,1,,0.481,80.0,0,1,,0.139,85.1,0,1,,0.911,67.3,1,0,,0.831,54.7,0,1,,0.277,93.6,1,0,,0.567,115.3,0,1,
1726,User_1726,B003,2024-03-06,0.056,37.0,1,0,,0.944,63.6,1,0,,0.614,90.1,1,0,,0.818,54.8,1,0,,0.375,26.7,1,0,,0.97,21.0,0,1,,0.038,119.5,0,1,,0.161,81.8,0,1,,0.594,39.7,1,0,,0.659,95.9,1,0,36.0,0.918,23.2,1,0,,0.259,20.8,0,1,,0.283,56.3,1,0,40.0,0.709,65.9,0,1,,0.984,26.3,1,0,
1726,User_1726,B003,2024-03-11,0.085,114.2,1,0,34.0,0.423,4.1,1,0,,0.451,42.3,0,1,,0.891,59.7,1,0,,0.918,117.4,1,0,,0.928,39.1,1,0,,0.992,35.7,1,0,,0.385,58.2,1,0,78.0,0.95,49.8,1,0,,0.017,77.9,1,0,,0.881,57.8,1,0,,0.724,89.8,0,1,,0.401,56.0,1,0,,0.604,16.2,1,0,,0.454,56.7,1,0,
1726,User_1726,B003,2024-03-13,0.817,37.6,0,1,,0.325,118.0,1,0,,0.44,53.1,0,1,,0.948,85.2,0,1,,0.438,103.3,0,1,,0.322,97.5,1,0,,0.728,22.0,1,0,,0.632,31.5,1,0,,0.714,1.0,0,1,27.0,0.823,65.0,1,0,,0.096,33.0,1,0,,0.853,95.9,0,1,,0.699,77.5,1,0,,0.409,75.3,0,1,,0.067,104.5,0,1,
1726,User_1726,B018,2024-03-14,0.367,57.0,0,1,,0.063,68.0,1,0,,0.522,14.1,1,0,,0.657,59.1,0,1,,0.67,31.0,1,0,61.0,0.382,31.7,1,0,,0.038,80.7,0,1,,0.012,20.6,1,0,,0.34,113.8,1,0,,0.183,40.0,0,1,,0.033,93.2,1,0,,0.281,108.8,1,0,,0.787,58.3,0,1,,0.431,81.2,0,1,,0.678,43.6,0,1,
1726,User_1726,B013,2024-03-17,0.664,7.9,0,1,,0.991,115.4,1,0,,0.121,105.0,0,1,,0.758,42.9,0,1,,0.402,110.3,0,1,,0.95,45.5,1,0,,0.203,70.8,0,1,,0.693,92.2,1,0,,0.593,102.8,1,0,,0.747,107.6,1,0,,0.409,93.2,1,0,,0.056,50.3,0,1,,0.384,100.3,1,0,,0.374,67.9,0,1,,0.472,73.7,0,1,
1726,User_1726,B015,2024-03-18,0.011,16.7,0,1,4.0,0.794,4.8,1,0,,0.842,68.9,1,0,,0.26,11.1,0,1,,0.745,36.4,0,1,,0.179,46.9,0,1,,0.259,9.5,1,0,,0.692,2.5,1,0,,0.244,26.0,1,0,,0.03,51.3,0,1,,0.611,42.5,1,0,,0.14,84.0,0,1,,0.867,97.7,1,0,,0.363,104.7,1,0,,0.164,37.0,0,1,
1726,User_1726,B009,2024-03-19,0.276,49.9,0,1,,0.369,98.5,0,1,,0.478,65.1,1,0,,0.986,31.3,0,1,,0.851,29.1,1,0,,0.399,50.3,1,0,,0.091,112.1,1,0,,0.888,103.5,1,0,,0.744,82.9,0,1,,0.1,72.5,0,1,,0.203,15.2,0,1,,0.856,9.1,0,1,44.0,0.122,106.9,0,1,,0.624,111.5,0,1,,0.104,98.5,1,0,
1726,User_1726,B003,2024-03-21,0.292,38.0,1,0,,0.309,15.3,0,1,,0.659,11.4,0,1,91.0,0.231,81.4,1,0,,0.397,63.6,0,1,,0.48,18.7,1,0,,0.561,24.4,1,0,,0.138,52.1,1,0,,0.736,119.0,1,0,,0.301,65.1,1,0,,0.009,44.6,0,1,,0.465,21.7,0,1,,0.693,15.9,1,0,,0.21,98.3,0,1,,0.683,104.1,1,0,
1726,User_1726,B005,2024-03-23,0.423,99.1,0,1,,0.847,94.2,0,1,,0.201,98.0,0,1,,0.449,24.2,0,1,,0.312,41.0,1,0,,0.99,87.1,0,1,,0.127,116.8,0,1,,0.594,46.1,1,0,,0.537,59.6,1,0,37.0,0.945,16.4,1,0,,0.987,14.8,1,0,,0.478,40.8,1,0,,0.624,55.8,0,1,2.0,0.291,61.0,0,1,,0.664,87.7,0,1,55.0
1726,User_1726,B007,2024-03-25,0.66,48.0,0,1,,0.762,32.0,1,0,,0.404,41.2,1,0,29.0,0.468,113.5,1,0,,0.257,117.5,0,1,,0.967,35.6,1,0,,0.235,13.9,0,1,,0.923,35.8,1,0,58.0,0.89,66.6,1,0,,0.335,69.7,1,0,78.0,0.52,88.3,1,0,3.0,0.059,66.7,0,1,44.0,0.287,22.8,0,1,,0.304,68.8,0,1,,0.998,42.8,1,0,
1726,User_1726,B016,2024-03-29,0.798,78.3,0,1,36.0,0.359,59.4,1,0,42.0,0.724,22.9,0,1,,0.521,48.0,0,1,,0.668,32.5,0,1,14.0,0.687,44.9,0,1,,0.31,46.4,0,1,,0.528,56.1,1,0,22.0,0.499,43.4,1,0,,0.809,60.5,0,1,,0.577,33.0,0,1,,0.681,51.7,1,0,16.0,0.255,3.1,1,0,,0.008,116.4,0,1,,0.779,118.0,0,1,
1726,User_1726,B016,2024-03-29,0.924,19.2,0,1,,0.351,63.1,0,1,,0.691,42.9,1,0,,0.284,22.1,1,0,85.0,0.735,81.5,0,1,,0.38,108.1,1,0,,0.431,59.9,0,1,,0.285,15.9,1,0,,0.103,66.6,0,1,,0.691,61.4,1,0,,0.285,89.1,0,1,75.0,0.504,85.6,1,0,,0.479,48.3,0,1,,0.583,76.7,1,0,,0.671,49.7,0,1,96.0
1726,User_1726,B013,2024-03-29,0.305,100.7,1,0,77.0,0.434,22.0,1,0,,0.214,118.5,1,0,,0.637,90.6,0,1,,0.452,97.6,1,0,,0.249,108.4,0,1,80.0,0.8,88.1,0,1,,0.551,68.3,0,1,84.0,0.245,10.5,0,1,,0.968,70.5,0,1,,0.016,22.1,0,1,30.0,0.91,110.4,0,1,,0.841,107.6,0,1,,0.456,66.1,1,0,,0.471,45.3,1,0,
